id,name,department,current_shift
4853,Emma Hernandez,Sales,night
4854,Mrs. Natalie Turner MD,HR,morning
4855,Tracey Hull,Support,evening
4856,David Martinez,HR,night
4857,Jacob Keith,Sales,evening
4858,Courtney Dawson,Support,night
4859,Christopher Harrison,HR,evening
4860,David Caldwell,IT,morning
4861,Michael Valencia,Finance,morning
4862,Tasha Stewart,Sales,morning
4863,Maria Yates,Finance,evening
4864,Mary Patton,HR,morning
4865,Melinda Olsen,Finance,evening
4866,Tyler Bishop,Sales,evening
4867,Miguel Lee,Finance,night
4868,Cynthia Freeman,IT,night
4869,Dawn Jackson,Support,morning
4870,Keith Blair,Support,morning
4871,Benjamin Moore,IT,morning
4872,Christopher Torres,Finance,evening
4873,Barbara Lewis,Support,evening
4874,Rachel Cunningham,Finance,night
4875,Melissa Williamson,Support,morning
4876,Adrienne Washington,HR,night
4877,Chelsea Thomas,Support,morning
4878,Julia Ross,HR,night
4879,Timothy Morgan,IT,morning
4880,Jackie Barber,Sales,morning
4881,Joseph Goodman,HR,night
4882,Victoria Jackson,IT,night
4883,Jennifer Powell,HR,night
4884,Steven Kennedy,HR,morning
4885,Tammy Good,Sales,evening
4886,Tyler Fischer,Sales,morning
4887,Cassandra Gonzalez,HR,evening
4888,Jessica Freeman,IT,evening
4889,Shirley Taylor,Sales,night
4890,Christopher Henson,Support,morning
4891,Donald Smith,IT,morning
4892,Stephanie Johnson,Finance,night
4893,Johnny Morris,HR,night
4894,Jonathan Parker,Sales,evening
4895,Julie Zimmerman,Finance,morning
4896,Carmen Cuevas,Sales,morning
4897,Donald Murphy,Sales,morning
4898,Mark Cochran,Sales,evening
4899,Ann Scott,HR,morning
4900,Alex Evans,IT,morning
4901,Aaron Roberts,HR,morning
4902,Jennifer Berry,Support,evening
4903,Dr. Mitchell Smith,HR,evening
4904,Shawn Allen,Support,evening
4905,Joel Perez,Sales,evening
4906,John Davis,Support,night
4907,Andrew Kim,HR,morning
4908,Corey Torres,IT,morning
4909,Michael Olsen,Support,morning
4910,Melissa Clark,Sales,night
4911,Kelsey Knox,Finance,evening
4912,Christopher Chapman,IT,evening
4913,Ryan Walker,Sales,morning
4914,Maria Tate DVM,HR,evening
4915,Richard Andrews,IT,morning
4916,Mary Taylor,IT,morning
4917,James Webster,IT,morning
4918,Deborah James,Sales,night
4919,Brandon Mcdonald,Finance,morning
4920,Kimberly Hayes,Finance,morning
4921,Sue Thomas,Finance,morning
4922,Megan Aguilar,Finance,night
4923,Alejandro Yoder,Support,evening
4924,Nicholas Miller,Sales,night
4925,Margaret Farmer,Support,morning
4926,Kathleen Anderson,Sales,night
4927,Victor Montgomery,HR,night
4928,Cheryl Garner,Finance,evening
4929,Michael Krause,Support,evening
4930,Eric Smith,HR,night
4931,Linda Clarke,Finance,morning
4932,Danielle Gonzales,Support,morning
4933,Sheri Hernandez,Finance,morning
4934,April Bush,HR,morning
4935,Dr. Joseph Clark,Sales,morning
4936,Miss Tina Scott,HR,evening
4937,Daniel Mitchell,HR,evening
4938,Anna Reid,Finance,night
4939,Nicole Hall,IT,evening
4940,Stephanie Farrell DVM,IT,evening
4941,Juan Johnson,Support,night
4942,John Peterson,Finance,night
4943,Kevin Butler,Support,morning
4944,Alexandra Hayes,HR,morning
4945,Sherry Nelson,HR,evening
4946,Jeanne Watson,IT,morning
4947,Timothy Anderson,HR,evening
4948,Kim Nguyen,Finance,night
4949,Michael Deleon,IT,evening
4950,Robert Lopez,Sales,morning
4951,Kevin Gray,Finance,morning
4952,Melissa Hernandez,Sales,morning
4953,Tina Brown,HR,night
4954,Tina Bishop,Sales,evening
4955,Michael Burton,HR,night
4956,Amanda Williams MD,Sales,night
4957,Heather Mills,HR,morning
4958,Kayla Smith,Sales,night
4959,Wendy Coleman,Sales,evening
4960,Elizabeth Foster,Finance,night
4961,Melanie Dominguez,Support,evening
4962,Aaron Lopez,HR,evening
4963,Rodney Owens,Sales,morning
4964,David Hart,Sales,morning
4965,Hayden Harris,HR,night
4966,Melissa Gonzalez,IT,morning
4967,Jordan George,Finance,night
4968,Ernest Lee,Sales,night
4969,Krystal Wolfe,Sales,morning
4970,Katrina Mercer,Support,night
4971,Heather Glover,Sales,evening
4972,Emily Phillips,Support,evening
4973,Brian Smith,HR,morning
4974,Julie Atkinson,Finance,night
4975,Kristen Martin,Finance,night
4976,Maria Hays,IT,night
4977,Chelsea Williams,HR,night
4978,Laura Christensen,HR,morning
4979,Daniel Roberts,Support,night
4980,Jason Hurley,Support,night
4981,Samantha Glass,HR,night
4982,Jenna Harper,Support,night
4983,Jennifer Henry,IT,night
4984,John Miller,IT,night
4985,Kevin Walton,Support,evening
4986,Craig Daniels,Support,morning
4987,Taylor Carpenter,Support,morning
4988,Carla Carpenter,IT,morning
4989,Allen Guzman,HR,morning
4990,Wendy Anthony,Support,evening
4991,Amber Andrews,Support,night
4992,William Wright,Support,morning
4993,Alexis Sexton,HR,evening
4994,Robert Butler,IT,morning
4995,April Kline,Support,evening
4996,Randy Vazquez,Finance,evening
4997,Henry Levy,Support,evening
4998,Veronica Hughes,HR,morning
4999,Jimmy Cobb,IT,night
5000,Peter Fisher,Sales,evening
